Longitud,Latitud,Frecuencia,Amplitud,MSK,Lugar,Rrup [km],R [km],Rhyp [km],Rasp [km],Rasp max [km],Rasp pond slip [km],Period,Rp [km]
-70.74,-34.16,4.00078,1.501,6.5,Rancagua,82.22691015501852,85.9415973723147,299.3570888098599,197.1452339354367,197.1452357599843,277.5144048081124,0,137.6406963361698
-71.61,-34.4,0.90016,4.391,6.5,Marchigue,43.80215116293191,50.42485826172462,225.68610736920493,115.37879976803369,115.37880067725095,201.40461744100404,0,69.23713775778668
-70.99,-34.58,0.11667,1.509,6.5,SanFernando,75.39618290492643,79.43265880889479,251.5412587083967,158.70212133088228,158.70212300746323,234.3771546964444,0,120.90463520877717
-71.89,-34.66,9.51855,5.16,6.5,Paredones,38.250704816510684,45.685284669125906,187.3795634697832,79.73181467846462,79.73181536941308,164.95968540686897,0,60.11939519068002
-71.22,-34.67,3.73406,4.101,6.5,Nancagua,63.73888909076889,68.45934305787817,229.02662624300464,136.01141921378687,136.0114206576677,212.3430086190936,0,103.87625897941186
-71.45,-35.38,8.00158,3.204,6.5,Pelarco,70.76672589174564,75.0463803220629,169.27082573810586,120.56091100724112,120.56091211360054,174.858067698537,0,111.43838115871932
-71.48,-35.55,0.16668,1.912,6.5,SanClemente,73.93048376464658,78.03702311983643,160.06370288425964,126.68081295090192,126.68081394322299,172.89927783937458,0,117.00778802316725
-71.74,-35.6,0.17,1.61,6.5,SanJavier,59.742375256829355,64.75474071539688,136.24740583734783,111.13669776566466,111.13669844623955,155.2941341398432,0,99.83618182861322
-71.74,-35.67,8.53502,4.565,6.5,VillaAlegre,61.73912698025254,66.60156744120872,133.99457418374,116.24525158490351,116.2452522333154,156.36802108718308,0,101.608577687046
-71.59,-35.85,0.35005,2.612,6.5,Linares,75.27177877496962,79.30962643879394,143.4302271367153,139.56003531932123,139.56003604695346,169.7489734351374,0,117.5215625903746
-71.68,-35.97,0.38339,3.874,6.5,Longavi,72.40116401057483,76.58967421721059,134.60030468283082,144.15655658286326,144.15655716861633,167.05041287996542,0,114.41390455988488
-72.7,-36.49,2.86722,7.247,6.5,Coelemu,41.799987548349364,48.69560597515114,73.32957390062735,96.97703895316695,171.59367096295696,142.8046715915984,0,66.06822153375191
-72.19,-36.5,6.44,8.99,6.5,SanNicolas,59.09010046097701,64.1565116606909,106.36787510482255,134.72365420021154,177.43562435885391,160.9562573014671,0,92.68568507633185
-72.1,-36.61,0.21,3.13,6.5,Chillan,65.54026116291469,70.15236895662291,119.66989466526101,137.4912579007922,191.15964164086742,170.45301087834508,0,102.51423899694842
-72.6,-36.64,5.73446,3.814,6.5,Nipas,45.617008359969844,52.00901205230515,91.33274844436951,95.80129618967526,188.07412540641727,152.47291522253954,0,74.35298282494382
-72.4,-37.03,1.1002,7.921,6.5,Cabrero,57.67094306460422,62.84871313754114,136.4859489555973,103.87216745425282,232.1022452805274,182.6278121196558,0,92.77812874685698
-73.28,-37.26,0.46674,5.052,6.5,Arauco,30.613854864095458,39.51300383540048,144.3934574787758,43.3796801518516,262.7885948812109,178.1350418456454,0,49.6153864614034
-72.35,-37.47,8.83508,2.509,6.5,LosAngeles,62.847313694620404,67.629991414848,181.61769937592453,119.57566700633397,280.9430697442128,218.68341182085595,0,102.45059470218703
-72.7,-37.8,3.38399,9.355,6.5,Angol,48.676079461001976,54.711818441833145,207.2222525014089,117.57480085874528,316.25882976656345,239.60146589282758,0,86.12629398057004
-70.67,-34.04,0.46674,1.951,6.0,Codegua,85.08367985051532,88.67811814496662,313.1891214408686,209.1210874099503,209.12108926930884,290.44753302193953,0,142.42051746253816
-70.82,-34.28,1.35025,1.624,6.0,Requinoa,79.79129951422615,83.61024889531723,284.95218284234727,184.7603557940098,184.76035757058878,264.12253336030625,0,130.8019655012303
-71.31,-34.29,6.58463,5.444,6.0,LasCabras,53.14832940649079,58.726204209363225,252.60152997378526,144.76158094724462,144.76158215970653,229.04906192117843,0,87.83770541368584
-71.05,-34.7,0.13,1.613,6.0,Chimbarongo,73.72135409141596,77.83870667140954,239.05362029157646,150.2819691202702,150.2819707552234,223.92445485797225,0,119.80719693827513
-71.12,-34.96,0.059,1.43,6.0,Romeral,74.98006942476934,79.0319547423627,217.4616294354849,140.99978838502093,140.99978995802215,208.3087147044282,0,121.664954468324
-71.57,-35.75,0.33338,3.256,6.0,YerbasBuenas,73.90495214874134,78.01297396472405,146.8079732349637,133.28873005829192,133.28873085329775,169.05826786026162,0,116.77050763150186
-72.67,-36.43,0.86682,5.296,6.0,Trehuaco,41.78717690051872,48.68465117899564,69.96334755413234,103.06242512006644,164.9376252694099,141.0645954918755,0,65.87602588599387
-72.03,-36.8,0.35005,2.017,6.0,SanIgnacio,72.49917684224431,76.68874223488996,137.52914680720397,138.1825329817244,213.0094307297671,184.1393058327414,0,114.36764590890203
-72.23,-36.96,1.70032,4.396,6.0,GeneralCruz,64.25874027810303,68.9435968105326,138.4300846756777,118.77040814160618,226.42724738420478,184.89049414035458,0,102.92816560137888
-72.08,-36.98,5.30104,1.89,6.0,Pemuco,71.30820688844108,75.55731239497642,148.47811724686417,131.7885089301104,231.19941440293795,192.8441525980936,0,115.15031635843225
-72.44,-37.08,1.08353,7.055,6.0,MonteAguila,55.69462511039847,61.04083008120448,139.5743882420236,100.68606125829062,237.2939602362897,184.5871500936337,0,91.06282270980626
-72.55,-37.1,1.63364,6.005,6.0,Yumbel,51.2146405153389,56.98286555488685,137.37329736765568,91.46194193496993,238.9406762957557,182.03962072657987,0,83.96322895538532
-72.02,-37.12,4.05079,8.433,6.0,Yungay,81.31348982926538,85.06412740017393,163.6357648754372,137.48607596332783,247.4706370610418,205.03578933945883,0,124.3278408151792
-72.7,-37.27,3.63404,5.902,6.0,Laja,46.01176151250564,52.35556390257026,150.5016196453054,83.33176388818971,257.6288163625744,190.38056966407612,0,77.34112717338698
-73.35,-37.47,2.45047,4.494,6.0,Curanilahue,29.519751190633094,38.67159543857174,167.92171191402872,59.148956591362314,286.81045424035375,198.97284431208746,0,50.32052147898105
-72.68,-37.5,3.21729,3.913,6.0,Nacimiento,47.529131656487266,53.693959861100566,175.36406953917674,96.67459824306572,283.03521433411515,211.13253742432838,0,81.94530922419693
-73.67,-37.6,2.83388,5.578,6.0,Lebu,23.10072243490155,34.024532706370366,187.11480779511933,71.16983269056468,308.1861200034475,216.73919364453496,0,42.46377496469056
-73.46,-37.62,2.80054,4.895,6.0,LosAlamos,27.8446348060894,37.407831126964076,185.54374828328574,72.57313682225835,305.22561664388684,215.46235853031897,0,46.05230713233061
-73.41,-37.63,2.75053,2.829,6.0,TresPinos,29.41031492585404,38.58744717125084,186.0233613789107,74.15378570884455,305.25560283785035,216.0906299373394,0,48.88862777996718
-72.58,-37.67,2.66718,3.272,5.5,Renaico,52.96671751032039,58.56191160174713,195.6974609174067,114.82189917505703,301.8829689267196,229.71003892782156,0,90.81643760282834
-73.4,-37.8,1.78367,4.4,5.5,Canete,29.7922894996192,38.87933455922436,204.52112776106776,92.15246525119483,323.4109406369499,234.18552499586337,0,51.96007536570976
-72.83,-37.98,4.06746,1.889,5.5,LosSauces,49.67079181014745,55.59864837553147,224.97468436947165,127.15161574695487,336.5631746195583,255.76685642331034,0,82.33844304034788
-73.23,-38.01,3.65071,4.626,5.5,Contulmo,36.69192922146861,44.388284627052656,226.5878235031599,117.19390785897825,343.5083966032809,256.1904970909617,0,61.64273308426953
-73.08,-38.02,0.11,1.98,5.5,Puren,39.1965623393365,46.48010218084067,227.66533060763496,121.9675306437012,342.81273634088984,257.6050256854731,0,67.94369013247206
