Year,Month,Day,Magnitude,Location,Longitude,Latitude,Intensity,Period,Rp [km],Rrup [km],R [km]
1906,8.0,16.0,8.2,Lolol,-71.6455,-34.7283,8.5,-1.0,157.79670747930084,47.409618969515115,50.58359751641951
1906,8.0,16.0,8.2,Llico,-72.0787,-34.7639,8.0,-1.0,155.61072290393156,34.24645688032998,38.520749937206766
1906,8.0,16.0,8.2,Teno,-71.2,-34.8833,7.0,-1.0,172.2729579643438,65.74321840020912,68.06760707183784
1906,8.0,16.0,8.2,Vichuquén,-71.9924,-34.8833,8.0,-1.0,160.29803750455451,38.421584855160326,42.27583884029742
1906,8.0,16.0,8.2,Curicó,-71.2394,-34.9828,7.5,-1.0,174.9927204961848,66.27733090861383,68.58362019635894
1906,8.0,16.0,8.2,Lontue,-71.2728,-35.0558,7.5,-1.0,177.04729487427826,66.01798976285197,68.3330325625648
1906,8.0,16.0,8.2,Curepto,-72.0196,-35.0917,8.0,-1.0,168.81667291008108,40.46238201353967,44.138789347671654
1906,8.0,16.0,8.2,Putú,-72.2853,-35.2129,7.5,-1.0,175.0639022754844,34.91290305631741,39.11443680648274
1906,8.0,16.0,8.2,Pelarco,-71.5253,-35.3317,7.5,-1.0,183.98574023457414,61.68369871358158,64.15533534988668
1906,8.0,16.0,8.2,Constitución,-72.4116,-35.3332,6.5,-1.0,182.134775011493,33.70719067471907,38.04212231264684
1906,8.0,16.0,8.2,Talca,-71.6554,-35.4264,7.0,-1.0,186.7307050088479,58.53204562059616,61.1312418604437
1906,8.0,16.0,8.2,San Javier,-71.7292,-35.5952,7.0,-1.0,194.64047147280638,59.264037666494424,61.832471464467474
1906,8.0,16.0,8.2,Linares,-71.5931,-35.8467,7.0,-1.0,210.5478971403032,68.24360504382103,70.48558715259135
1906,8.0,16.0,8.2,Cauquenes,-72.3255,-35.9649,6.5,-1.0,216.33576094202124,45.6470820212473,48.93551332031772
